slice_num,is_special_z0,z_requested_nm,z_actual_nm,n_vtk_points,n_overlap,valid_overlap_frac,nearest_fallback_frac,n_excluded,vtk_min,vtk_mean,vtk_max,vtk_range,vtk_std,fem_min,fem_mean,fem_max,fem_range,fem_std,signed_err_min,signed_err_mean,signed_err_max,abs_err_min,abs_err_mean,abs_err_max,rmse,E_L2,E_range,masked_relerr_min,masked_relerr_mean,masked_relerr_max,n_masked_included,n_masked_excluded,shape_rmse,shape_rel_l2,pearson_r,fwhm_vtk_nm,fwhm_fem_nm,fwhm_diff_nm,peak_x_vtk,peak_y_vtk,peak_x_fem,peak_y_fem,peak_loc_dx,peak_loc_dy,peak_loc_dist,pp_amp_vtk,pp_amp_fem,pp_amp_diff
10,False,10.0,9.666666984558105,3721,3721,1.0,0.0,0,-0.3967207074165344,0.12458944320678711,0.15983550250530243,0.556556224822998,0.05985845625400543,-0.9941755461412378,-0.9659805114584902,-0.854482336033836,0.13969321010740177,0.026629021774073572,-1.1540110486465402,-1.0905699585572597,-0.4589807966518634,0.4589807966518634,1.0905699585572597,1.1540110486465402,1.093858311898951,7.913728147117538,0.23988985752233274,1.156936827524759,8.323415085732677,20.008574876937075,3577,144,0.08475359591310544,1.4159000651269997,-0.906864137864925,39.39257049560547,81.90596865843241,42.513398162826945,0.0,0.0,5.0,0.0,5.0,0.0,5.0,0.556556224822998,0.13969321010740177,-0.4168630147155963
11,False,11.0,9.666666984558105,3721,3721,1.0,0.0,0,-0.3967207074165344,0.12458944320678711,0.15983550250530243,0.556556224822998,0.05985845625400543,-0.9941755461412378,-0.9659805114584902,-0.854482336033836,0.13969321010740177,0.026629021774073572,-1.1540110486465402,-1.0905699585572597,-0.4589807966518634,0.4589807966518634,1.0905699585572597,1.1540110486465402,1.093858311898951,7.913728147117538,0.23988985752233274,1.156936827524759,8.323415085732677,20.008574876937075,3577,144,0.08475359591310544,1.4159000651269997,-0.906864137864925,39.39257049560547,81.90596865843241,42.513398162826945,0.0,0.0,5.0,0.0,5.0,0.0,5.0,0.556556224822998,0.13969321010740177,-0.4168630147155963
12,False,12.0,9.666666984558105,3721,3721,1.0,0.0,0,-0.3967207074165344,0.12458944320678711,0.15983550250530243,0.556556224822998,0.05985845625400543,-0.9941755461412378,-0.9659805114584902,-0.854482336033836,0.13969321010740177,0.026629021774073572,-1.1540110486465402,-1.0905699585572597,-0.4589807966518634,0.4589807966518634,1.0905699585572597,1.1540110486465402,1.093858311898951,7.913728147117538,0.23988985752233274,1.156936827524759,8.323415085732677,20.008574876937075,3577,144,0.08475359591310544,1.4159000651269997,-0.906864137864925,39.39257049560547,81.90596865843241,42.513398162826945,0.0,0.0,5.0,0.0,5.0,0.0,5.0,0.556556224822998,0.13969321010740177,-0.4168630147155963
13,False,13.0,9.666666984558105,3721,3721,1.0,0.0,0,-0.3967207074165344,0.12458944320678711,0.15983550250530243,0.556556224822998,0.05985845625400543,-0.9941755461412378,-0.9659805114584902,-0.854482336033836,0.13969321010740177,0.026629021774073572,-1.1540110486465402,-1.0905699585572597,-0.4589807966518634,0.4589807966518634,1.0905699585572597,1.1540110486465402,1.093858311898951,7.913728147117538,0.23988985752233274,1.156936827524759,8.323415085732677,20.008574876937075,3577,144,0.08475359591310544,1.4159000651269997,-0.906864137864925,39.39257049560547,81.90596865843241,42.513398162826945,0.0,0.0,5.0,0.0,5.0,0.0,5.0,0.556556224822998,0.13969321010740177,-0.4168630147155963
14,False,14.0,17.33333396911621,3721,3721,1.0,0.0,0,-0.20381557941436768,0.10752467066049576,0.13936874270439148,0.34318432211875916,0.04664623364806175,-1.0035135541236633,-0.9787256864611358,-0.8947164454434742,0.1087971086801891,0.02231877051376655,-1.1428822968280548,-1.086250356505547,-0.6912788151269998,0.6912788151269998,1.086250356505547,1.1428822968280548,1.0883783789459458,9.285968626681859,0.23868807451165538,3.3916878047953047,9.588435230903805,20.54706574428948,3517,204,0.06802689725415458,1.4583577140353303,-0.9382792219152103,52.34486389160156,92.31402145472055,39.96915756311898,0.0,0.0,0.0,-5.0,0.0,-5.0,5.0,0.34318432211875916,0.1087971086801891,-0.23438721343857005
15,False,15.0,17.33333396911621,3721,3721,1.0,0.0,0,-0.20381557941436768,0.10752467066049576,0.13936874270439148,0.34318432211875916,0.04664623364806175,-1.0035135541236633,-0.9787256864611358,-0.8947164454434742,0.1087971086801891,0.02231877051376655,-1.1428822968280548,-1.086250356505547,-0.6912788151269998,0.6912788151269998,1.086250356505547,1.1428822968280548,1.0883783789459458,9.285968626681859,0.23868807451165538,3.3916878047953047,9.588435230903805,20.54706574428948,3517,204,0.06802689725415458,1.4583577140353303,-0.9382792219152103,52.34486389160156,92.31402145472055,39.96915756311898,0.0,0.0,0.0,-5.0,0.0,-5.0,5.0,0.34318432211875916,0.1087971086801891,-0.23438721343857005
16,False,16.0,17.33333396911621,3721,3721,1.0,0.0,0,-0.20381557941436768,0.10752467066049576,0.13936874270439148,0.34318432211875916,0.04664623364806175,-1.0035135541236633,-0.9787256864611358,-0.8947164454434742,0.1087971086801891,0.02231877051376655,-1.1428822968280548,-1.086250356505547,-0.6912788151269998,0.6912788151269998,1.086250356505547,1.1428822968280548,1.0883783789459458,9.285968626681859,0.23868807451165538,3.3916878047953047,9.588435230903805,20.54706574428948,3517,204,0.06802689725415458,1.4583577140353303,-0.9382792219152103,52.34486389160156,92.31402145472055,39.96915756311898,0.0,0.0,0.0,-5.0,0.0,-5.0,5.0,0.34318432211875916,0.1087971086801891,-0.23438721343857005
17,False,17.0,17.33333396911621,3721,3721,1.0,0.0,0,-0.20381557941436768,0.10752467066049576,0.13936874270439148,0.34318432211875916,0.04664623364806175,-1.0035135541236633,-0.9787256864611358,-0.8947164454434742,0.1087971086801891,0.02231877051376655,-1.1428822968280548,-1.086250356505547,-0.6912788151269998,0.6912788151269998,1.086250356505547,1.1428822968280548,1.0883783789459458,9.285968626681859,0.23868807451165538,3.3916878047953047,9.588435230903805,20.54706574428948,3517,204,0.06802689725415458,1.4583577140353303,-0.9382792219152103,52.34486389160156,92.31402145472055,39.96915756311898,0.0,0.0,0.0,-5.0,0.0,-5.0,5.0,0.34318432211875916,0.1087971086801891,-0.23438721343857005
18,False,18.0,17.33333396911621,3721,3721,1.0,0.0,0,-0.20381557941436768,0.10752467066049576,0.13936874270439148,0.34318432211875916,0.04664623364806175,-1.0035135541236633,-0.9787256864611358,-0.8947164454434742,0.1087971086801891,0.02231877051376655,-1.1428822968280548,-1.086250356505547,-0.6912788151269998,0.6912788151269998,1.086250356505547,1.1428822968280548,1.0883783789459458,9.285968626681859,0.23868807451165538,3.3916878047953047,9.588435230903805,20.54706574428948,3517,204,0.06802689725415458,1.4583577140353303,-0.9382792219152103,52.34486389160156,92.31402145472055,39.96915756311898,0.0,0.0,0.0,-5.0,0.0,-5.0,5.0,0.34318432211875916,0.1087971086801891,-0.23438721343857005
19,False,19.0,17.33333396911621,3721,3721,1.0,0.0,0,-0.20381557941436768,0.10752467066049576,0.13936874270439148,0.34318432211875916,0.04664623364806175,-1.0035135541236633,-0.9787256864611358,-0.8947164454434742,0.1087971086801891,0.02231877051376655,-1.1428822968280548,-1.086250356505547,-0.6912788151269998,0.6912788151269998,1.086250356505547,1.1428822968280548,1.0883783789459458,9.285968626681859,0.23868807451165538,3.3916878047953047,9.588435230903805,20.54706574428948,3517,204,0.06802689725415458,1.4583577140353303,-0.9382792219152103,52.34486389160156,92.31402145472055,39.96915756311898,0.0,0.0,0.0,-5.0,0.0,-5.0,5.0,0.34318432211875916,0.1087971086801891,-0.23438721343857005
20,False,20.0,17.33333396911621,3721,3721,1.0,0.0,0,-0.20381557941436768,0.10752467066049576,0.13936874270439148,0.34318432211875916,0.04664623364806175,-1.0035135541236633,-0.9787256864611358,-0.8947164454434742,0.1087971086801891,0.02231877051376655,-1.1428822968280548,-1.086250356505547,-0.6912788151269998,0.6912788151269998,1.086250356505547,1.1428822968280548,1.0883783789459458,9.285968626681859,0.23868807451165538,3.3916878047953047,9.588435230903805,20.54706574428948,3517,204,0.06802689725415458,1.4583577140353303,-0.9382792219152103,52.34486389160156,92.31402145472055,39.96915756311898,0.0,0.0,0.0,-5.0,0.0,-5.0,5.0,0.34318432211875916,0.1087971086801891,-0.23438721343857005
21,False,21.0,17.33333396911621,3721,3721,1.0,0.0,0,-0.20381557941436768,0.10752467066049576,0.13936874270439148,0.34318432211875916,0.04664623364806175,-1.0035135541236633,-0.9787256864611358,-0.8947164454434742,0.1087971086801891,0.02231877051376655,-1.1428822968280548,-1.086250356505547,-0.6912788151269998,0.6912788151269998,1.086250356505547,1.1428822968280548,1.0883783789459458,9.285968626681859,0.23868807451165538,3.3916878047953047,9.588435230903805,20.54706574428948,3517,204,0.06802689725415458,1.4583577140353303,-0.9382792219152103,52.34486389160156,92.31402145472055,39.96915756311898,0.0,0.0,0.0,-5.0,0.0,-5.0,5.0,0.34318432211875916,0.1087971086801891,-0.23438721343857005
