x_m,phi_FE_V,phi0_V
-1.75e-07,0.018086425254175493,0.006639800427981998
-1.7e-07,0.018310148547483245,0.007557834246698184
-1.6499999999999998e-07,0.018990882566408605,0.008650781897999367
-1.5999999999999998e-07,0.020157450766276137,0.009959445652906582
-1.55e-07,0.021858152922676753,0.011534857470641284
-1.5e-07,0.024160478225948717,0.01344031138886003
-1.45e-07,0.02714912835876659,0.015753043691652216
-1.3999999999999998e-07,0.030920293039068306,0.018564612651135116
-1.3499999999999998e-07,0.035569015454390195,0.021978195612766933
-1.2999999999999997e-07,0.04116560171913649,0.02609988985406218
-1.25e-07,0.04771777969565236,0.031020174029165022
-1.2e-07,0.05512069173903211,0.03678250964843653
-1.15e-07,0.0631107685045872,0.0433414389460824
-1.0999999999999999e-07,0.07126117633747589,0.050524246109044886
-1.0499999999999999e-07,0.07906400176612212,0.058022550988284446
-1e-07,0.08608341538725435,0.06543628918160901
-9.499999999999999e-08,0.09203769685057446,0.07236148326576008
-8.999999999999999e-08,0.09679452539255547,0.07847783841467541
-8.5e-08,0.10032508470238655,0.08359223051604583
-7.999999999999999e-08,0.10265540695459052,0.08762961878151036
-7.499999999999998e-08,0.1038322560249747,0.09059412951038939
-6.999999999999999e-08,0.1039075529032999,0.09252727415443615
-6.499999999999999e-08,0.1029405022499167,0.09347845972309127
-5.999999999999998e-08,0.10101538326003424,0.09349191451634076
-5.499999999999999e-08,0.09827062882472441,0.0926093304760933
-4.999999999999999e-08,0.09492754492835578,0.09088620549745242
-4.4999999999999986e-08,0.09129489549306365,0.08841757159515948
-3.999999999999999e-08,0.08772165661309758,0.08536289953657125
-3.499999999999999e-08,0.08450712888495403,0.08195342340516659
-2.9999999999999984e-08,0.08185359750847997,0.0784679832834963
-2.499999999999999e-08,0.07987091520680839,0.07518238463224788
-1.9999999999999987e-08,0.07860574787420815,0.07231862336564635
-1.4999999999999985e-08,0.07807251689253943,0.07002034782649998
-9.999999999999985e-09,0.07827572403411684,0.06835963782837431
-4.999999999999986e-09,0.07922120326748949,0.06736138849467757
1.397845312147221e-23,0.0809164032909724,0.06702892989268502
5.000000000000014e-09,0.0833597171741938,0.06736138849467757
1.0000000000000015e-08,0.08651878814767992,0.06835963782837433
1.5000000000000012e-08,0.09030027991768987,0.0700203478265
2.0000000000000014e-08,0.09452145619255312,0.07231862336564635
2.5000000000000015e-08,0.09890655850633717,0.0751823846322479
3.000000000000001e-08,0.10313524547400553,0.07846798328349633
3.5000000000000016e-08,0.10693367622740112,0.08195342340516662
4.0000000000000014e-08,0.11012291289858005,0.08536289953657125
4.500000000000001e-08,0.11261513864838683,0.0884175715951595
5.000000000000002e-08,0.11438474900578181,0.09088620549745242
5.5000000000000016e-08,0.11543691096204786,0.09260933047609331
6.000000000000001e-08,0.11578324064396567,0.09349191451634077
6.500000000000001e-08,0.1154259645175951,0.0934784597230913
7.000000000000002e-08,0.11434888104258276,0.09252727415443612
7.500000000000001e-08,0.11251331753372446,0.09059412951038939
8.000000000000001e-08,0.10985836494532994,0.08762961878151035
8.500000000000002e-08,0.10630619096299289,0.08359223051604582
9.000000000000001e-08,0.10177484727193908,0.0784778384146754
9.500000000000002e-08,0.09620220519053478,0.07236148326576006
1.0000000000000002e-07,0.08958410057601963,0.06543628918160899
1.0500000000000001e-07,0.08202449809057777,0.0580225509882844
1.1000000000000002e-07,0.0737815784839621,0.05052424610904484
1.1500000000000002e-07,0.06527203675491729,0.043341438946082375
1.2000000000000002e-07,0.05698842931282563,0.036782509648436525
1.2500000000000002e-07,0.04934535818816004,0.031020174029165
1.3e-07,0.042596695415325396,0.026099889854062162
1.35e-07,0.036839634348161024,0.021978195612766926
1.4e-07,0.032060406707917884,0.018564612651135102
1.4500000000000001e-07,0.02818396386209223,0.01575304369165221
1.5000000000000002e-07,0.025111562654382174,0.01344031138886002
1.5500000000000002e-07,0.022744158745309797,0.011534857470641282
1.6000000000000003e-07,0.02099489119635317,0.009959445652906568
1.65e-07,0.019794695254066477,0.008650781897999352
1.7000000000000001e-07,0.019094199006291397,0.007557834246698171
1.7500000000000007e-07,0.018863956360113183,0.006639800427981976
