x_m,phi_FE_V,phi0_V
-1.0500000000000001e-07,0.13245215791448836,0.058022550988284405
-1.0000000000000001e-07,0.13229389429295102,0.06543628918160901
-9.500000000000002e-08,0.13181236041853145,0.07236148326576007
-9.000000000000001e-08,0.13098742286567594,0.07847783841467539
-8.500000000000002e-08,0.12978604035342176,0.0835922305160458
-8.000000000000001e-08,0.12816376929254056,0.08762961878151036
-7.500000000000001e-08,0.12606849595624237,0.09059412951038939
-7.000000000000002e-08,0.12344828497223127,0.09252727415443612
-6.500000000000001e-08,0.1202657750637248,0.0934784597230913
-6.000000000000001e-08,0.1165211075483047,0.09349191451634077
-5.500000000000001e-08,0.11228214819782276,0.0926093304760933
-5.0000000000000004e-08,0.10771238732963886,0.09088620549745242
-4.5000000000000006e-08,0.10307391788855003,0.0884175715951595
-4.000000000000001e-08,0.09867841193225592,0.08536289953657125
-3.5e-08,0.09479557380458928,0.08195342340516662
-3.0000000000000004e-08,0.09160437235241009,0.07846798328349633
-2.5000000000000002e-08,0.08919645148395475,0.07518238463224788
-2.0000000000000004e-08,0.08760444360661769,0.07231862336564636
-1.5000000000000002e-08,0.08683219029995283,0.07002034782649999
-1e-08,0.08687652475159359,0.06835963782837431
-4.999999999999999e-09,0.08773813262598468,0.06736138849467757
1.468744773453501e-24,0.08942157341592376,0.06702892989268502
5.0000000000000026e-09,0.09192446331836025,0.06736138849467758
1.0000000000000004e-08,0.09521573973519955,0.06835963782837431
1.5000000000000005e-08,0.09920549308350407,0.07002034782649999
2.0000000000000004e-08,0.10371671410075145,0.07231862336564636
2.5000000000000005e-08,0.10848195553467602,0.07518238463224788
3.000000000000001e-08,0.11319218767368457,0.07846798328349633
3.500000000000001e-08,0.11758845341397856,0.08195342340516662
4.000000000000001e-08,0.12151102681774173,0.08536289953657125
4.500000000000001e-08,0.12489660486110164,0.0884175715951595
5.000000000000001e-08,0.1277506220243797,0.09088620549745244
5.500000000000001e-08,0.13011730048730696,0.0926093304760933
6.000000000000002e-08,0.1320570662837526,0.09349191451634077
6.500000000000001e-08,0.13363258853012672,0.0934784597230913
7.000000000000002e-08,0.13490147523675378,0.09252727415443612
7.500000000000001e-08,0.1359132117589999,0.09059412951038939
8.000000000000001e-08,0.13670845965268455,0.08762961878151035
8.500000000000002e-08,0.13731949485718623,0.08359223051604582
9.000000000000001e-08,0.13777107736915806,0.0784778384146754
9.500000000000002e-08,0.13808137712455737,0.07236148326576006
1.0000000000000002e-07,0.13826277425299335,0.06543628918160899
1.0500000000000001e-07,0.13832245497410256,0.0580225509882844
