name,h_label,n_cells,n_dofs,t_mesh,t_solve,t_total,max_rel_err,mean_rel_err
uniform_coarse,20.0nm uniform,384,125,0.0027557949999845732,0.6520136630000479,0.6547694580000325,0.9676498019641487,0.9640553355157208
uniform_fine,1.0nm uniform,3072000,531441,5.868986274000008,9.540062884999998,15.409049159000006,0.6354814805806257,0.4003382181301777
quadrant_mixed,Q1=20/Q2=10/Q3=5/Q4=1nm,577618,98124,17.269866065999963,3.6529677940000056,20.92283385999997,0.6370740521880168,0.40794459417601264
